,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
922,UBBR11,14.75,1201.81,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,10317200000.0,0.0,0.1058
923,UBBR3,18.0,1466.61,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,10317200000.0,0.0,0.1058
924,UBBR4,7.49,610.27,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,10317200000.0,0.0,0.1058
925,UCAS3,2.13,9.74,0.73,0.652,0.0943,0.389,3.75,34.57,-3.82,36.79,10.78,0.0189,0.0669,1.4,0.0143,0.0748,87477.5,193055000.0,0.39,0.1206
926,UCOP4,6.5,18.01,1.3,19.05,0.0,0.844,5.14,22.7,-8.61,24.17,41.56,0.8392000000000001,1.1051,13.37,0.0391,0.0723,0.0,972713000.0,0.16,0.0925
927,UGPA3,21.59,9.23,1.74,0.191,0.0301,0.658,3.6,4.5,-4.25,6.44,5.3,0.0425,0.021400000000000002,1.68,0.18989999999999999,0.1887,107007000.0,13828200000.0,1.04,0.128
928,UGPA4,27.1,11.58,2.19,0.24,0.0,0.826,4.52,5.65,-5.34,7.59,6.24,0.0425,0.021400000000000002,1.68,0.18989999999999999,0.1887,0.0,13828200000.0,1.04,0.128
929,UNIP3,48.94,9.45,2.21,1.244,0.051399999999999994,0.787,2.49,7.69,-5.58,8.2,6.03,0.1617,0.1322,2.73,0.16079999999999997,0.23370000000000002,477827.0,2532350000.0,1.04,0.1295
930,UNIP5,55.19,10.66,2.49,1.403,0.0501,0.888,2.81,8.67,-6.29,9.18,6.76,0.1617,0.1322,2.73,0.16079999999999997,0.23370000000000002,9158.23,2532350000.0,1.04,0.1295
931,UNIP6,48.3,9.33,2.18,1.228,0.0572,0.777,2.46,7.59,-5.5,8.1,5.96,0.1617,0.1322,2.73,0.16079999999999997,0.23370000000000002,9688290.0,2532350000.0,1.04,0.1295
932,UOLL4,19.62,43.52,2.35,2.054,0.0,1.403,457.14,15.14,-12.83,16.49,16.49,0.1356,0.046900000000000004,1.01,0.1057,0.054000000000000006,0.0,1003690000.0,0.23,0.21989999999999998
933,USIM3,7.17,9.65,0.38,0.338,0.0359,0.228,0.73,64.65,2.12,66.84,7.4,0.0052,0.0425,3.55,0.0045000000000000005,0.0391,5513090.0,23843300000.0,0.25,0.1754
934,USIM5,7.54,10.15,0.4,0.355,0.0375,0.24,0.77,67.98,2.23,70.18,7.77,0.0052,0.0425,3.55,0.0045000000000000005,0.0391,100204000.0,23843300000.0,0.25,0.1754
935,USIM6,14.0,18.84,0.74,0.659,0.0202,0.445,1.43,126.23,4.13,128.42,14.22,0.0052,0.0425,3.55,0.0045000000000000005,0.0391,268.07,23843300000.0,0.25,0.1754
936,VAGV3,1.14,-0.05,-0.01,0.014,0.0,0.037,-0.08,-0.27,-0.01,-8.9,-8.9,-0.0508,-0.2929,0.52,-0.1514,0.2073,0.0,-8194580000.0,-0.31,0.0106
937,VAGV4,1.02,-0.04,-0.01,0.012,0.0,0.033,-0.07,-0.24,-0.01,-8.87,-8.87,-0.0508,-0.2929,0.52,-0.1514,0.2073,0.0,-8194580000.0,-0.31,0.0106
938,VALE3,60.83,7.13,1.47,1.34,0.1149,0.603,29.86,3.35,-1.57,4.01,3.38,0.3997,0.19,1.12,0.2004,0.20679999999999998,1183190000.0,187211000000.0,0.39,0.0519
939,VALE5,33.36,3.91,0.81,0.735,0.0,0.331,16.38,1.84,-0.86,2.5,2.1,0.3997,0.19,1.12,0.2004,0.20679999999999998,0.0,187211000000.0,0.39,0.0519
940,VAMO3,7.5,13.78,1.69,1.351,0.0426,0.371,5.23,3.64,-0.74,8.14,6.34,0.37079999999999996,0.098,1.34,0.1245,0.1229,55798000.0,4889880000.0,2.59,0.5505
941,VBBR3,20.93,4.28,1.41,0.143,0.0716,0.543,1.86,4.24,-6.65,6.08,5.52,0.0338,0.0335,2.2,0.16570000000000001,0.3306,168837000.0,16556000000.0,0.95,0.2041
942,VCPA4,26.01,4.72,1.02,0.789,0.0,0.353,3.76,2.01,-1.0,4.05,2.99,0.3918,0.1675,1.46,0.22949999999999998,0.2157,0.0,14149000000.0,1.46,0.2271
943,VGOR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.77,6.77,0.045,-0.045899999999999996,1.04,0.06,-0.2429,0.0,135178000.0,1.89,0.04769999999999999
944,VGOR4,5.87,-29.58,7.18,1.229,0.0,1.468,113.97,27.32,-3.22,34.09,34.09,0.045,-0.045899999999999996,1.04,0.06,-0.2429,0.0,135178000.0,1.89,0.04769999999999999
945,VIGR3,25.0,36.57,2.55,0.763,0.0,0.899,11.45,12.39,-5.02,15.2,22.95,0.0616,0.022799999999999997,1.26,0.0906,0.0698,0.0,1593560000.0,0.84,0.5472
946,VINE3,17.2,4.04,0.65,0.577,0.0,0.34,1.38,4.52,7.6,7.4,5.54,0.1276,0.1442,1.91,0.0862,0.16140000000000002,0.0,1118520000.0,0.6,0.022099999999999998
947,VINE5,17.64,4.14,0.67,0.592,0.0,0.349,1.41,4.64,7.8,7.52,5.63,0.1276,0.1442,1.91,0.0862,0.16140000000000002,0.0,1118520000.0,0.6,0.022099999999999998
948,VITT3,5.82,10.52,1.49,1.235,0.047400000000000005,0.981,3.24,11.18,3.59,13.72,10.95,0.1104,0.1173,1.97,0.09300000000000001,0.14150000000000001,3126370.0,605093000.0,0.37,0.0748
949,VIVA3,20.45,13.18,2.45,2.156,0.0182,1.505,3.64,11.28,6.33,10.95,8.24,0.1912,0.1636,2.96,0.1586,0.18600000000000003,68709100.0,1969940000.0,0.11,0.2747
950,VIVO3,65.79,8.99,2.69,1.366,0.0,1.175,-29.21,6.21,-4.74,6.65,6.65,0.22010000000000002,0.152,0.89,0.23920000000000002,0.2988,0.0,9816290000.0,0.35,0.1306
951,VIVO4,71.8,9.81,2.93,1.491,0.0,1.282,-31.87,6.78,-5.17,7.22,7.22,0.22010000000000002,0.152,0.89,0.23920000000000002,0.2988,0.0,9816290000.0,0.35,0.1306
952,VIVR3,2.3,-0.87,0.59,1.008,0.0,0.224,1.92,-2.42,-1.19,-3.25,-3.33,-0.4164,-1.1609,1.37,-0.09699999999999999,-0.6812,229396.0,106057000.0,0.28,0.10439999999999999
953,VIVT3,44.49,14.44,1.07,1.389,0.0552,0.594,307.77,9.64,-2.32,11.18,4.04,0.1441,0.0964,1.01,0.0708,0.0741,124035000.0,68664700000.0,0.27,0.0512
954,VIVT4,45.34,14.72,1.09,1.416,0.0,0.605,313.65,9.83,-2.37,11.37,4.1,0.1441,0.0964,1.01,0.0708,0.0741,0.0,68664700000.0,0.27,0.0512
955,VLID3,15.18,4.12,0.81,0.562,0.09380000000000001,0.454,1.32,2.84,4.31,3.12,2.46,0.19760000000000003,0.1346,2.82,0.2182,0.196,5962530.0,1538910000.0,0.46,0.0084
956,VNET3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12164500000.0,0.0,-0.0735
957,VPSC3,6.03,-0.03,2.59,0.017,0.0,0.02,-0.03,-0.08,-0.04,-0.15,-0.15,-0.22820000000000001,-0.5589999999999999,0.43,-0.28559999999999997,-82.4683,0.0,1232000.0,6.15,-0.1002
958,VPSC4,9.99,-0.05,4.3,0.029,0.0,0.033,-0.06,-0.13,-0.06,-0.2,-0.2,-0.22820000000000001,-0.5589999999999999,0.43,-0.28559999999999997,-82.4683,0.0,1232000.0,6.15,-0.1002
959,VPTA3,5.0,-0.03,0.0,0.124,0.0,0.026,-0.01,-0.06,0.0,-6.82,-6.82,-1.9357,-3.9638,0.23,-0.45,0.1011,0.0,-867658000.0,-0.34,-0.5891
960,VPTA4,10.5,-0.07,-0.01,0.26,0.0,0.054,-0.02,-0.13,-0.01,-6.89,-6.89,-1.9357,-3.9638,0.23,-0.45,0.1011,0.0,-867658000.0,-0.34,-0.5891
961,VSPT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192740000.0,0.0,0.09939999999999999
962,VSPT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192740000.0,0.0,0.09939999999999999
963,VSTE3,17.05,177.85,1.87,1.779,0.0028000000000000004,1.173,8.95,43.27,-19.05,49.31,10.17,0.041100000000000005,0.01,1.72,0.03,0.0105,199093.0,1037470000.0,0.31,0.1094
964,VTLM3,0.79,-2.07,-0.65,390.404,0.0,53.237,-0.72,-2.88,-0.64,-2.88,-2.94,-135.485,-188.606,0.0,5.2170000000000005,0.3147,0.0,-19776000.0,0.0,0.43479999999999996
965,VTRU3,14.07,25.56,0.83,0.933,0.0,0.323,15.36,2.7,-0.65,5.43,4.16,0.3457,0.0365,1.22,0.1303,0.0326,303220.0,2262390000.0,1.01,0.2771
966,VULC3,14.46,7.94,1.98,1.397,0.1985,1.366,2.8,7.42,3.29,7.14,6.02,0.1882,0.17579999999999998,3.04,0.2419,0.24969999999999998,9582290.0,2002700000.0,0.21,0.25980000000000003
967,VULC4,18.0,9.89,2.47,1.738,0.0,1.701,3.49,9.24,4.09,8.96,7.55,0.1882,0.17579999999999998,3.04,0.2419,0.24969999999999998,0.0,2002700000.0,0.21,0.25980000000000003
968,VVAR11,14.58,-0.18,0.14,0.017,0.0,0.015,-0.09,0.65,-0.03,10.52,4.09,0.0255,-0.09300000000000001,0.71,0.0315,-0.8086,0.0,3202000000.0,2.77,0.0189
969,VVAR4,4.84,-0.18,0.14,0.017,0.0,0.015,-0.09,0.65,-0.03,10.52,4.09,0.0255,-0.09300000000000001,0.71,0.0315,-0.8086,0.0,3202000000.0,2.77,0.0189
970,VVAX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.44,-4.44,-0.0736,-0.3776,2.19,-0.0652,-0.9203,0.0,144676000.0,1.55,0.0
971,VVAX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.44,-4.44,-0.0736,-0.3776,2.19,-0.0652,-0.9203,0.0,144676000.0,1.55,0.0
972,VVEO3,2.03,2.01,0.2,0.058,0.0673,0.059,0.17,1.27,-0.69,6.15,4.02,0.045899999999999996,0.028999999999999998,2.32,0.0668,0.0992,7434050.0,3286280000.0,1.3,0.3018
973,WEGE3,41.08,29.97,9.91,5.25,0.0168,5.391,17.6,23.31,23.08,22.79,20.97,0.22519999999999998,0.18030000000000002,1.84,0.31989999999999996,0.33049999999999996,264462000.0,17407300000.0,0.15,0.2433
974,WEGE4,16.1,11.75,3.88,2.058,0.0,2.113,6.9,9.14,9.05,8.62,7.93,0.22519999999999998,0.18030000000000002,1.84,0.31989999999999996,0.33049999999999996,0.0,17407300000.0,0.15,0.2433
975,WEST3,0.9,-1.82,0.41,0.513,0.0,0.3,0.79,-1.17,0.98,0.19,0.26,-0.4379,-0.2821,2.88,-0.5042,-0.22769999999999999,64238.1,240900000.0,0.06,3.2946
976,WHRL3,4.49,17.41,3.01,0.581,0.0758,0.751,25.98,8.29,-12.99,7.69,6.36,0.0702,0.0336,1.04,0.23079999999999998,0.17309999999999998,6034.88,2239720000.0,0.6,0.0848
977,WHRL4,4.5,17.45,3.02,0.583,0.0832,0.753,26.04,8.3,-13.02,7.71,6.38,0.0702,0.0336,1.04,0.23079999999999998,0.17309999999999998,26892.4,2239720000.0,0.6,0.0848
978,WISA3,0.2,-0.28,-0.01,0.175,0.0,0.023,-0.05,-0.25,-0.01,-19.21,-19.21,-0.7141,-0.6275,0.18,-0.0978,0.0239,0.0,-205386000.0,-0.52,-0.4866
979,WISA4,0.25,-0.35,-0.01,0.219,0.0,0.029,-0.06,-0.31,-0.01,-19.27,-19.27,-0.7141,-0.6275,0.18,-0.0978,0.0239,0.0,-205386000.0,-0.52,-0.4866
980,WIZC3,5.74,5.56,1.77,0.796,0.0429,0.351,14.49,1.6,-1.23,1.57,1.29,0.49700000000000005,0.233,1.11,0.2747,0.3181,2625120.0,519136000.0,0.67,0.1222
981,WLMM3,23.2,7.2,1.16,0.308,0.0555,0.957,2.04,5.5,2.42,5.3,5.13,0.055999999999999994,0.042800000000000005,5.56,0.1907,0.1612,492.49,728425000.0,0.03,0.2688
982,WLMM4,30.29,9.39,1.51,0.402,0.046799999999999994,1.249,2.67,7.18,3.15,6.98,6.76,0.055999999999999994,0.042800000000000005,5.56,0.1907,0.1612,25495.7,728425000.0,0.03,0.2688
983,WMBY3,25.39,-19.3,2.87,0.836,0.0,0.182,1.2,8.62,-1.5,25.02,25.02,0.09699999999999999,-0.0705,1.44,0.0239,-0.14859999999999998,0.0,212439000.0,6.51,-0.1448
984,WSON33,67.0,8.07,0.98,1.067,0.0,0.4,13.41,2.42,-0.89,5.08,5.08,0.4414,0.1358,1.26,0.18359999999999999,0.1217,0.0,2148530000.0,1.21,0.052300000000000006
985,YDUQ3,10.84,21.75,1.05,0.632,0.0506,0.349,4.51,4.14,-0.82,9.53,4.76,0.15289999999999998,0.0294,1.48,0.0946,0.0482,72501800.0,3197080000.0,1.62,0.1
986,ZAMP3,3.7,-7.64,0.78,0.256,0.0,0.222,5.58,14.88,-0.55,26.9,3.57,0.0172,-0.0335,1.15,0.0204,-0.1018,3716180.0,1310440000.0,1.37,0.1297
