,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
657,PALF3,279.9,0.16,0.09,0.016,0.0,0.011,0.45,0.08,-0.02,2.74,2.41,0.2095,0.1025,1.09,0.17129999999999998,0.5658,0.0,2718530000.0,3.82,0.0926
658,PALF5,236.6,0.14,0.08,0.014,0.0,0.01,0.38,0.07,-0.02,2.73,2.4,0.2095,0.1025,1.09,0.17129999999999998,0.5658,0.0,2718530000.0,3.82,0.0926
659,PARD3,20.25,36.76,5.3,2.565,0.052199999999999996,2.095,-54.06,17.52,-8.62,18.12,11.99,0.1464,0.07,0.9,0.15259999999999999,0.1442,0.0,1019310000.0,0.53,0.1597
660,PATI3,26.0,26.44,0.73,0.338,0.0017000000000000001,0.39,0.87,9.65,1.38,10.37,8.58,0.035,0.0128,2.52,0.0664,0.0275,245.95,855442000.0,0.47,0.1399
661,PATI4,33.0,33.55,0.92,0.429,0.0639,0.495,1.1,12.25,1.76,12.97,10.73,0.035,0.0128,2.52,0.0664,0.0275,0.0,855442000.0,0.47,0.1399
662,PCAR3,2.92,-0.53,0.31,0.074,0.0,0.069,2.15,1.16,-0.15,2.54,1.32,0.0638,-0.1343,1.12,0.0795,-0.5758,44278300.0,4660000000.0,0.98,-0.3094
663,PCAR4,72.11,-13.17,7.59,1.828,0.0,1.694,53.15,28.67,-3.62,30.05,15.62,0.0638,-0.1343,1.12,0.0795,-0.5758,0.0,4660000000.0,0.98,-0.3094
664,PCAR5,67.12,-12.26,7.06,1.701,0.0,1.577,49.47,26.68,-3.37,28.07,14.59,0.0638,-0.1343,1.12,0.0795,-0.5758,0.0,4660000000.0,0.98,-0.3094
665,PDGR3,0.18,0.01,0.0,0.15,0.0,0.021,-0.02,-0.21,0.0,-2.84,-2.87,-0.721,13.493900000000002,0.42,-0.1932,-0.38189999999999996,632821.0,-3316580000.0,-0.07,-0.2189
666,PDTC3,1.83,749.64,1.05,0.418,0.0252,0.277,0.72,8.97,-13.01,16.03,6.3,0.0466,0.0006,2.17,0.0382,0.0014000000000000002,97442.0,139015000.0,1.07,-0.06509999999999999
667,PEAB3,43.5,42.12,0.94,14.98,0.021099999999999997,0.643,3.04,-401.02,-9.57,-325.57,207.83,-0.0374,0.3556,6.46,-0.002,0.0223,3992.77,873953000.0,0.13,-0.3776
668,PEAB4,47.66,46.15,1.03,16.412,0.022099999999999998,0.704,3.33,-439.37,-10.49,-363.92,232.31,-0.0374,0.3556,6.46,-0.002,0.0223,9755.23,873953000.0,0.13,-0.3776
669,PEFX3,19.0,-52.04,1.68,0.477,0.0,0.597,20.34,5.75,-3.18,6.59,0.0,0.083,-0.0092,1.07,0.1177,-0.032400000000000005,0.0,396955000.0,0.31,0.0436
670,PEFX5,19.0,-52.04,1.68,0.477,0.0,0.597,20.34,5.75,-3.18,6.59,0.0,0.083,-0.0092,1.07,0.1177,-0.032400000000000005,0.0,396955000.0,0.31,0.0436
671,PETR3,38.31,4.54,1.23,1.019,0.1679,0.468,41.34,2.24,-1.02,3.25,2.44,0.4557,0.2256,1.08,0.233,0.2702,499332000.0,407636000000.0,0.76,0.1989
672,PETR4,36.72,4.35,1.18,0.976,0.1752,0.449,39.63,2.14,-0.97,3.16,2.37,0.4557,0.2256,1.08,0.233,0.2702,1556280000.0,407636000000.0,0.76,0.1989
673,PETZ3,3.45,164.44,0.88,0.501,0.0027,0.406,2.55,9.32,-2.04,9.37,3.21,0.0538,0.003,1.88,0.054400000000000004,0.0054,55628100.0,1809970000.0,0.23,0.2642
674,PFRM3,5.1,8.19,0.5,0.071,0.0756,0.12,0.6,2.87,5.81,5.64,3.33,0.024700000000000003,0.0096,1.38,0.0755,0.061500000000000006,1280830.0,1254510000.0,0.72,0.15960000000000002
675,PGMN3,2.3,51.1,0.51,0.117,0.1198,0.153,1.13,3.06,-0.71,6.18,2.81,0.0381,0.0025,1.38,0.0644,0.0101,1424670.0,2601950000.0,0.61,0.1574
676,PINE3,5.04,4.97,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1975,5121.74,1079860000.0,0.0,0.5565
677,PINE4,4.13,4.07,0.8,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1975,860155.0,1079860000.0,0.0,0.5565
678,PITI4,1.28,-204.74,0.0,0.0,0.0,0.0,0.0,-2637.65,0.0,-2637.65,111.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2963
679,PLAS3,5.11,6.01,-0.14,0.065,0.0,0.09,-0.23,-7.63,-0.07,-42.02,7.41,-0.0086,0.0109,0.47,-0.013999999999999999,-0.024,4138.63,-439298000.0,-0.72,0.2711
680,PLDN4,486.0,-553.07,1.08,0.919,0.0,0.611,1.07,-75.56,3.1,-33.12,-33.12,-0.012199999999999999,-0.0017000000000000001,10.81,-0.0127,-0.002,0.0,289939000.0,0.01,0.1026
681,PLIM4,0.59,1.89,0.03,0.02,0.0,0.016,-0.51,0.17,-0.05,1.5,0.65,0.1193,0.0155,0.8,0.10949999999999999,0.0172,0.0,6812390000.0,0.28,0.6663
682,PLPL3,9.45,7.17,3.1,0.884,0.053399999999999996,0.951,1.68,3.2,4.92,3.35,3.25,0.2761,0.1298,2.84,0.40240000000000004,0.4321,7636310.0,623151000.0,0.59,0.284
683,PLTO5,10.94,53.09,723708.0,0.721,0.0,0.942,3.03,57.52,-1.62,58.82,58.82,0.0125,0.013600000000000001,3.87,0.0174,13632.0,0.0,1000.0,21227.0,0.08779999999999999
684,PLTO6,10.47,50.81,692616.0,0.69,0.0,0.901,2.9,55.05,-1.55,56.35,56.35,0.0125,0.013600000000000001,3.87,0.0174,13632.0,0.0,1000.0,21227.0,0.08779999999999999
685,PMAM3,2.39,-0.09,-0.03,0.223,0.0,0.077,-0.04,-0.32,-0.02,-9.34,-12.05,-0.7056999999999999,-2.5238,0.09,-0.3357,0.3421,132180.0,-4484050000.0,-0.87,-0.4047
686,PMAM4,5.84,-0.22,-0.07,0.544,0.0,0.188,-0.09,-0.77,-0.06,-9.79,-12.64,-0.7056999999999999,-2.5238,0.09,-0.3357,0.3421,0.0,-4484050000.0,-0.87,-0.4047
687,PMET3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040999999999999995,0.0,-290863000.0,0.0,0.3774
688,PMET5,0.65,-3.95,-0.16,4.518,0.0,30.248,-0.22,89.99,-0.16,503.88,503.88,0.050199999999999995,-1.1449,0.01,0.3897,0.040999999999999995,0.0,-290863000.0,-0.74,0.3774
689,PMET6,0.2,-1.21,-0.05,1.39,0.0,9.307,-0.07,27.69,-0.05,441.57,441.57,0.050199999999999995,-1.1449,0.01,0.3897,0.040999999999999995,0.0,-290863000.0,-0.74,0.3774
690,PNOR5,1.87,-2.9,0.55,0.354,0.0,0.205,0.7,8.52,-2.32,4.57,4.57,0.0415,-0.1174,2.5,0.0361,-0.1884,0.0,158071000.0,0.42,0.0134
691,PNOR6,1.87,-2.9,0.55,0.354,0.0,0.205,0.7,8.52,-2.32,4.57,4.57,0.0415,-0.1174,2.5,0.0361,-0.1884,0.0,158071000.0,0.42,0.0134
692,PNVL3,9.68,13.45,1.22,0.312,0.034,0.454,1.92,9.1,-24.63,14.41,6.37,0.034300000000000004,0.0232,1.64,0.071,0.0904,3632230.0,1196820000.0,0.93,0.1492
693,PNVL4,18.62,25.87,2.34,0.601,0.0,0.874,3.7,17.51,-47.37,22.82,10.08,0.034300000000000004,0.0232,1.64,0.071,0.0904,0.0,1196820000.0,0.93,0.1492
694,POMO3,4.89,6.27,1.56,0.831,0.1005,0.693,2.26,6.17,16.95,7.46,6.38,0.13470000000000001,0.1333,2.08,0.1539,0.2484,1718280.0,3566490000.0,0.74,0.1528
695,POMO4,6.26,8.03,1.99,1.064,0.0785,0.887,2.89,7.9,21.69,9.19,7.86,0.13470000000000001,0.1333,2.08,0.1539,0.2484,46664500.0,3566490000.0,0.74,0.1528
696,POPR4,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0866,0.0565,1.08,0.1525,0.1993,0.0,545803000.0,0.82,0.3093
697,PORP4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0208,0.0,22399000.0,0.0,0.1366
698,PORT3,14.63,15.29,2.62,2.577,0.0547,1.083,50.34,9.61,-2.61,13.12,9.18,0.2683,0.17010000000000003,1.14,0.12300000000000001,0.1714,12767000.0,2454870000.0,1.1,-0.0323
699,POSI3,8.55,4.0,0.74,0.287,0.0489,0.273,0.73,3.05,1.94,4.98,4.36,0.0943,0.0727,1.96,0.12359999999999999,0.184,11476400.0,1648030000.0,0.84,0.2445
700,POWE3,10.9,23.92,0.99,0.618,0.0,0.378,6.57,17.61,-3.01,10.63,10.01,0.0351,0.0259,1.13,0.0354,0.041299999999999996,0.0,988330000.0,0.04,0.0
701,PQUN3,15.44,104.31,1.88,0.545,0.0,0.523,7.57,19.5,-0.97,40.25,40.25,0.027999999999999997,0.0052,1.61,0.0302,0.0181,0.0,858692000.0,2.28,0.0519
702,PQUN4,15.44,104.31,1.88,0.545,0.0,0.523,7.57,19.5,-0.97,40.25,40.25,0.027999999999999997,0.0052,1.61,0.0302,0.0181,0.0,858692000.0,2.28,0.0519
703,PRBC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233510000.0,0.0,-0.059000000000000004
704,PRBC4,14.54,0.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233510000.0,0.0,-0.059000000000000004
705,PRGA4,75.0,-257.76,8.29,2.345,0.0,2.204,17.94,59.24,-8.23,63.85,25.1,0.039599999999999996,-0.004699999999999999,1.37,0.0622,-0.0321,0.0,15228100000.0,1.3,0.1217
706,PRIO3,41.33,7.28,2.39,3.0,0.0017000000000000001,1.198,11.68,5.17,-4.29,6.16,4.34,0.5803,0.41200000000000003,1.87,0.2731,0.3289,435486000.0,15396500000.0,0.72,0.6668999999999999
707,PRML3,11.52,-4.41,1.98,18.612,0.0,0.581,23.0,-30.33,-0.93,-63.15,1640.31,-0.6136,-4.2499,2.02,-0.0196,-0.4484,0.0,2192720000.0,2.18,0.3285
708,PRNR3,10.19,58.05,1.53,0.466,0.0070999999999999995,0.546,2.33,6.16,-5.69,8.41,5.49,0.0757,0.018600000000000002,1.79,0.1162,0.0264,3914770.0,311022000.0,1.16,0.4233
709,PRTX3,2.77,-32.27,-145.32,297.651,0.0,1.4,-2.57,-97.11,-1.43,-128.99,37.19,-3.065,-9.2247,0.05,-0.015,4.5037,0.0,-18917000.0,-49.85,3.0795999999999997
710,PRVI3,10.54,-11.74,1.61,0.919,0.0,0.565,-250.86,9.71,-1.48,9.87,6.39,0.0946,-0.0783,0.99,0.061500000000000006,-0.1371,0.0,525170000.0,0.1,0.16190000000000002
711,PSSA3,29.75,7.47,1.54,0.575,0.060700000000000004,0.431,5.52,0.7,-3.62,0.27,0.26,0.8244,0.0783,1.15,0.8427,0.2059,64609000.0,12505000000.0,0.0,0.1804
712,PTBL3,4.15,-14.36,1.58,0.263,0.0,0.18,6.1,5.91,-0.35,15.73,6.22,0.0444,-0.0183,1.08,0.040999999999999995,-0.10980000000000001,3306950.0,371111000.0,3.49,0.1861
713,PTBL4,2.59,-8.96,0.98,0.164,0.0,0.112,3.81,3.69,-0.22,13.5,5.34,0.0444,-0.0183,1.08,0.040999999999999995,-0.10980000000000001,0.0,371111000.0,3.49,0.1861
714,PTIP3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.62,0.1373,0.0755,0.7,0.23129999999999998,-1.2174,0.0,-155957000.0,-9.02,0.6211
715,PTIP4,25.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.62,0.1373,0.0755,0.7,0.23129999999999998,-1.2174,0.0,-155957000.0,-9.02,0.6211
716,PTNT3,9.75,21.2,1.21,0.627,0.0218,0.554,1.8,13.44,8.42,16.54,8.67,0.0466,0.058899999999999994,2.5,0.0558,0.057,3353.21,387672000.0,0.66,0.095
717,PTNT4,6.04,13.13,0.75,0.388,0.0351,0.343,1.12,8.33,5.21,11.42,5.99,0.0466,0.058899999999999994,2.5,0.0558,0.057,26137.4,387672000.0,0.66,0.095
718,PTPA3,76.5,3.69,1.14,0.505,0.0,0.375,2.28,3.63,-1.27,7.06,5.33,0.1393,0.1369,1.79,0.13269999999999998,0.3085,0.0,1201690000.0,1.59,0.1808
719,PTPA4,80.0,3.86,1.19,0.528,0.0,0.392,2.38,3.79,-1.33,7.23,5.45,0.1393,0.1369,1.79,0.13269999999999998,0.3085,0.0,1201690000.0,1.59,0.1808
720,PTQS4,189.46,43.43,2.19,4.717,0.0,1.577,9.89,-7214.41,-35.73,-7466.35,-7466.35,-0.0007000000000000001,0.1137,3.32,-0.0002,0.0504,0.0,1714950000.0,0.24,0.5613
721,QUAL3,1.39,-4.8,0.31,0.233,0.0,0.086,0.95,0.89,-0.26,3.52,1.71,0.26289999999999997,-0.044800000000000006,1.31,0.1452,-0.0638,8150430.0,1288520000.0,1.79,-0.0429
722,RADL3,25.8,42.19,7.3,1.261,0.0118,2.146,12.17,20.98,-17.88,22.13,12.25,0.0601,0.0308,1.43,0.1442,0.17300000000000001,157275000.0,6071650000.0,0.47,0.18059999999999998
723,RAIA3,30.5,41.22,2.98,0.897,0.0,1.777,4.31,18.18,5.06,16.73,16.73,0.0493,0.0218,2.2,0.17800000000000002,0.0722,0.0,635785000.0,0.12,0.0
724,RAIL3,20.05,36.63,2.32,3.179,0.0046,0.737,6.01,9.33,-1.65,12.43,7.93,0.3407,0.08710000000000001,2.13,0.0946,0.0633,221857000.0,16050700000.0,1.24,0.1481
725,RAIZ4,2.89,57.46,1.4,0.136,0.067,0.233,5.96,4.44,-0.6,9.25,3.91,0.0305,0.0028000000000000004,1.1,0.0753,0.024399999999999998,43136900.0,21379400000.0,2.21,0.29350000000000004
726,RANI3,8.37,5.88,1.52,1.278,0.08929999999999999,0.577,2.39,4.95,-1.99,7.45,5.63,0.2579,0.21710000000000002,3.71,0.14730000000000001,0.2584,6281080.0,1320340000.0,1.23,0.1604
727,RANI4,5.5,3.87,1.0,0.84,0.0,0.379,1.57,3.26,-1.31,5.76,4.35,0.2579,0.21710000000000002,3.71,0.14730000000000001,0.2584,0.0,1320340000.0,1.23,0.1604
728,RAPT3,8.63,8.32,0.99,0.264,0.0674,0.21,0.75,2.2,-1.95,4.54,3.69,0.12,0.0591,1.89,0.1364,0.11869999999999999,426299.0,2875310000.0,2.09,0.23399999999999999
729,RAPT4,10.15,9.79,1.16,0.31,0.057300000000000004,0.247,0.89,2.59,-2.29,4.93,4.0,0.12,0.0591,1.89,0.1364,0.11869999999999999,25162500.0,2875310000.0,2.09,0.23399999999999999
730,RCSL3,2.84,-12.44,373.45,1.889,0.0,1.477,12.68,-27.51,-2.79,-27.51,-46.95,-0.06860000000000001,-0.1519,1.33,-0.057300000000000004,-30.0248,2735990.0,242000.0,0.0,0.2801
731,RCSL4,1.0,-4.38,131.5,0.665,0.0,0.52,4.47,-9.69,-0.98,-9.69,-16.53,-0.06860000000000001,-0.1519,1.33,-0.057300000000000004,-30.0248,542475.0,242000.0,0.0,0.2801
732,RCTB31,41.0,-0.02,0.0,0.009,0.0,0.001,0.0,-0.01,0.0,3.4,13.89,-0.8604,-0.5754,4.81,-0.1331,-0.17059999999999997,0.0,1343740000.0,0.07,0.1558
733,RCTB33,57.0,-0.02,0.0,0.012,0.0,0.001,0.0,-0.01,0.0,3.4,13.87,-0.8604,-0.5754,4.81,-0.1331,-0.17059999999999997,0.0,1343740000.0,0.07,0.1558
734,RCTB41,33.51,-0.01,0.0,0.007,0.0,0.001,0.0,-0.01,0.0,3.41,13.9,-0.8604,-0.5754,4.81,-0.1331,-0.17059999999999997,0.0,1343740000.0,0.07,0.1558
735,RCTB42,20.0,-0.01,0.0,0.004,0.0,0.0,0.0,-0.01,0.0,3.41,13.91,-0.8604,-0.5754,4.81,-0.1331,-0.17059999999999997,0.0,1343740000.0,0.07,0.1558
736,RDCD3,35.16,15.07,14.74,7.936,0.0,0.925,21.14,13.4,22.7,14.25,14.26,0.5922999999999999,0.5265,1.05,0.0697,0.9778,0.0,1605520000.0,1.04,0.1216
737,RDNI3,3.08,-0.55,0.38,0.323,0.0,0.076,0.41,-1.42,-0.22,-7.1,-7.5,-0.22719999999999999,-0.5925,1.73,-0.0572,-0.685,28781.5,358957000.0,1.73,0.1418
738,RDOR3,26.35,23.69,2.6,1.271,0.0191,0.662,2.1,9.15,-2.6,9.57,7.79,0.1389,0.0555,2.95,0.11259999999999999,0.1099,232886000.0,23165100000.0,1.46,0.36700000000000005
739,RDTR3,6.3,8.11,1.37,0.0,0.0,1.32,0.0,-1919.75,0.0,-1897.05,-219.41,0.0,0.0,0.0,0.0,0.16949999999999998,0.0,497092000.0,0.0,0.0
740,RECV3,18.25,8.64,1.15,1.886,0.10980000000000001,0.778,97.41,7.89,-5.23,8.16,4.18,0.239,0.2181,1.05,0.11349999999999999,0.1332,52914900.0,4651430000.0,0.19,0.37670000000000003
741,REDE3,6.67,7.57,3.46,0.837,0.0877,0.496,13.18,3.07,-0.99,5.22,4.44,0.2725,0.1528,1.15,0.18899999999999997,0.4571,12137.3,4069810000.0,3.12,0.11220000000000001
742,REDE4,2.9,3.29,1.5,0.364,0.0,0.216,5.73,1.34,-0.43,3.49,2.97,0.2725,0.1528,1.15,0.18899999999999997,0.4571,0.0,4069810000.0,3.12,0.11220000000000001
743,REEM4,4.63,-0.48,-0.08,0.197,0.0,0.137,-0.14,-4.33,-0.07,-3.84,-6.01,-0.0454,-0.4065,0.45,0.0461,0.1578,0.0,-372708000.0,0.0,-0.1359
744,RENT3,41.7,22.17,1.72,1.453,0.0362,0.559,18.27,7.3,-1.25,12.43,7.03,0.1991,0.0655,1.16,0.0969,0.0776,442470000.0,26001000000.0,1.61,0.3358
745,REPA3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.54,0.0518,0.012199999999999999,1.99,0.0405,0.0191,0.0,378378000.0,0.42,0.0109
746,REPA4,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.54,0.0518,0.012199999999999999,1.99,0.0405,0.0191,0.0,378378000.0,0.42,0.0109
747,RGEG3,3.0,13.42,1.6,0.77,0.0,0.609,-98.28,6.23,-1.76,10.04,11.7,0.12359999999999999,0.0574,0.98,0.11689999999999999,0.11900000000000001,0.0,1915180000.0,1.15,0.1009
748,RHDS3,0.11,39.98,3.24,0.548,0.0,0.79,-65.29,7.49,-2.7,10.7,8.06,0.0731,0.011699999999999999,0.97,0.11800000000000001,0.0812,0.0,272045000.0,1.49,0.0438
749,RHDS4,1.0,363.45,29.5,4.977,0.0,7.182,-593.56,68.11,-24.55,71.32,53.72,0.0731,0.011699999999999999,0.97,0.11800000000000001,0.0812,0.0,272045000.0,1.49,0.0438
750,RIPI3,48.01,11.23,-28.94,-7.449,0.0,7.092,-59.55,-8.79,-16.76,-9.31,-9.31,0.847,-0.6631,0.87,-0.991,-2.5761000000000003,0.0,-49103000.0,-2.44,0.0582
751,RIPI4,48.5,11.35,-29.24,-7.525,0.0,7.164,-60.16,-8.88,-16.93,-9.4,-9.4,0.847,-0.6631,0.87,-0.991,-2.5761000000000003,0.0,-49103000.0,-2.44,0.0582
752,RJCP3,0.01,-224.7,0.65,0.0,0.0,0.619,0.0,-522.94,0.0,-523.96,-917.32,0.0,0.0,0.0,0.0,-0.0029,0.0,17287200.0,0.0,0.0
753,RLOG3,23.08,82.76,4.26,1.534,0.0,0.229,1.49,5.32,-0.5,12.43,6.68,0.28850000000000003,0.0707,2.64,0.0536,0.051500000000000004,0.0,2507240000.0,9.08,0.0876
754,RNEW11,2.79,-8.69,0.27,1.135,0.0,0.079,-0.63,2.48,-0.12,14.06,6.83,0.45770000000000005,-0.1307,0.23,0.0326,-0.030699999999999998,19991.3,871104000.0,1.27,0.48100000000000004
755,RNEW3,0.95,-8.87,0.27,1.16,0.0,0.081,-0.65,2.53,-0.12,14.12,6.85,0.45770000000000005,-0.1307,0.23,0.0326,-0.030699999999999998,49143.1,871104000.0,1.27,0.48100000000000004
756,RNEW4,0.91,-8.5,0.26,1.111,0.0,0.077,-0.62,2.43,-0.12,14.01,6.8,0.45770000000000005,-0.1307,0.23,0.0326,-0.030699999999999998,102830.0,871104000.0,1.27,0.48100000000000004
757,RNPT3,31.87,5.75,0.39,0.468,0.0,0.38,57.12,56.21,57.12,56.15,56.15,0.0083,0.08130000000000001,1.38,0.0068000000000000005,0.0672,0.0,63944000.0,0.0,0.048499999999999995
758,RNPT4,31.81,5.74,0.39,0.467,0.0,0.379,57.01,56.1,57.01,56.05,56.05,0.0083,0.08130000000000001,1.38,0.0068000000000000005,0.0672,0.0,63944000.0,0.0,0.048499999999999995
759,ROMI3,10.1,6.45,0.8,0.8,0.0713,0.416,1.22,10.65,3.08,15.53,9.54,0.0751,0.1246,2.25,0.0471,0.124,2279200.0,1177370000.0,0.62,0.1235
760,ROMI4,185.0,118.09,14.64,14.65,0.0,7.628,22.34,195.06,56.34,199.93,122.79,0.0751,0.1246,2.25,0.0471,0.124,0.0,1177370000.0,0.62,0.1235
761,RPAD3,8.69,45.25,0.68,0.0,0.0,0.674,14.33,-136.05,14.36,-126.17,-126.17,0.0,0.0,14.69,-0.0052,0.015,408248.0,1087490000.0,0.0,-0.9037000000000001
762,RPAD5,8.8,45.82,0.69,0.0,0.0693,0.683,14.51,-137.77,14.54,-127.89,-127.89,0.0,0.0,14.69,-0.0052,0.015,1228680.0,1087490000.0,0.0,-0.9037000000000001
763,RPAD6,8.66,45.09,0.67,0.0,0.0,0.672,14.28,-135.58,14.31,-125.7,-125.7,0.0,0.0,14.69,-0.0052,0.015,1579580.0,1087490000.0,0.0,-0.9037000000000001
764,RPMG3,2.36,-0.16,-0.03,0.032,0.0,0.027,-0.03,-0.14,-0.03,-0.14,-0.14,-0.22829999999999998,-0.1942,0.53,-0.19690000000000002,0.179,168879.0,-5469070000.0,0.0,0.5067
765,RPMG4,0.26,-0.02,0.0,0.003,0.0,0.003,0.0,-0.02,0.0,-0.02,-0.02,-0.22829999999999998,-0.1942,0.53,-0.19690000000000002,0.179,0.0,-5469070000.0,0.0,0.5067
766,RPSA4,4.9,27.33,1.55,5.697,0.0,0.805,5.09,107.53,-4.5,137.55,137.55,0.053,0.20850000000000002,2.09,0.0085,0.056900000000000006,0.0,1167980000.0,0.61,-0.1423
767,RRRP3,25.61,39.24,1.17,0.873,0.015,0.304,8.23,3.55,-0.54,8.48,5.9,0.2459,0.0254,1.27,0.0964,0.0297,142228000.0,5278920000.0,1.81,1.6963
768,RSID3,5.3,0.38,-0.12,2.33,0.0,0.195,-0.2,-3.3,-0.09,-12.47,-12.68,-0.7066,6.1403,0.37,-0.0637,-0.3175,436964.0,-878136000.0,-0.37,-0.0882
769,RSIP3,0.44,22.7,1.32,0.875,0.0,0.433,-10.98,9.53,-1.46,18.48,33.21,0.0917,0.0385,0.9,0.05,0.057999999999999996,0.0,66914000.0,1.4,0.15130000000000002
770,RSIP4,0.44,22.7,1.32,0.875,0.0,0.433,-10.98,9.53,-1.46,18.48,33.21,0.0917,0.0385,0.9,0.05,0.057999999999999996,0.0,66914000.0,1.4,0.15130000000000002
771,RSUL4,65.41,7.23,1.94,1.135,0.0325,1.023,3.39,4.51,13.86,3.85,3.59,0.2515,0.157,2.23,0.3015,0.26890000000000003,73351.4,204347000.0,0.06,0.22210000000000002
772,SALM3,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.10220000000000001,0.041299999999999996,1.31,0.25780000000000003,0.1953,0.0,475600000.0,0.8,0.24530000000000002
773,SALM4,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.10220000000000001,0.041299999999999996,1.31,0.25780000000000003,0.1953,0.0,475600000.0,0.8,0.24530000000000002
774,SANB11,27.54,10.53,1.19,0.0,0.058499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,142428000.0,86735700000.0,0.0,-0.0199
775,SANB3,13.06,9.99,1.13,0.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,1531930.0,86735700000.0,0.0,-0.0199
776,SANB4,14.4,11.01,1.24,0.0,0.058600000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,1849630.0,86735700000.0,0.0,-0.0199
777,SAPR11,26.8,5.18,0.8,1.239,0.0565,0.409,5.86,2.98,-1.3,4.63,3.92,0.4154,0.2391,1.66,0.15439999999999998,0.15439999999999998,24512800.0,10123600000.0,0.63,0.07980000000000001
778,SAPR3,5.02,4.85,0.75,1.161,0.0559,0.383,5.49,2.79,-1.22,4.44,3.76,0.4154,0.2391,1.66,0.15439999999999998,0.15439999999999998,1130950.0,10123600000.0,0.63,0.07980000000000001
779,SAPR4,5.5,5.32,0.82,1.272,0.056100000000000004,0.419,6.01,3.06,-1.33,4.71,3.98,0.4154,0.2391,1.66,0.15439999999999998,0.15439999999999998,7297130.0,10123600000.0,0.63,0.07980000000000001
780,SASG3,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,SBFG3,11.32,13.43,1.06,0.393,0.015300000000000001,0.348,1.47,5.16,-2.24,9.63,5.38,0.0762,0.029300000000000003,1.84,0.0812,0.0789,17963200.0,2604860000.0,1.09,0.33640000000000003
782,SBSP3,74.85,14.21,1.67,1.935,0.0192,0.787,26.07,7.8,-2.15,10.21,7.08,0.2482,0.1362,1.23,0.1124,0.1173,289021000.0,30680700000.0,0.72,0.1017
783,SCAR3,22.44,4.63,0.76,0.997,0.0776,0.378,2.57,2.54,-1.53,4.8,4.38,0.39280000000000004,0.2138,2.38,0.1638,0.16519999999999999,323256.0,1695040000.0,0.87,0.3329
784,SCAR4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,2.06,0.39280000000000004,0.2138,2.38,0.1638,0.16519999999999999,0.0,1695040000.0,0.87,0.3329
785,SCLO3,14.1,0.0,-103.18,0.0,0.0,158.952,-76.71,0.0,-76.04,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,-131192.0,-0.21,-0.7391
786,SCLO4,0.41,0.0,-3.0,0.0,0.0,4.622,-2.23,0.0,-2.21,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,-131192.0,-0.21,-0.7391
787,SDIA3,6.42,-1.59,9.41,0.397,0.0,0.418,-3.29,9.53,-0.83,23.15,23.15,0.0416,-0.2509,0.78,0.058899999999999994,-5.9066,0.0,459230000.0,17.27,0.13419999999999999
788,SDIA4,6.42,-1.59,9.41,0.397,0.0,0.418,-3.29,9.53,-0.83,23.15,23.15,0.0416,-0.2509,0.78,0.058899999999999994,-5.9066,0.0,459230000.0,17.27,0.13419999999999999
